time(UTC);T2m;RH;G(h);Gb(n);Gd(h);IR(h);WS10m;WD10m;SP
20190423:2100;12.23;89.35;0;0;0;361.9;3.52;105;99430
20190423:2200;12.08;92.6;0;0;0;365.55;3.31;109;99460
20190423:2300;12.02;92.6;0;0;0;357.25;3.17;109;99490
20190424:0000;12.09;92.6;0;0;0;363.25;3.03;107;99520
20190424:0100;12.11;95.95;0;0;0;363.75;2.69;107;99560
20190424:0200;11.79;95.95;0;0;0;341.55;2.69;110;99570
20190424:0300;12.02;95.95;0;0;0;371;2.62;117;99630
20190424:0400;12.07;95.95;0;0;0;365;2.69;126;99690
20190424:0500;12.12;95.95;38;15.85;36;358.4;2.34;130;99790
20190424:0600;12.61;95.95;87;3.29;86;354.35;2.21;124;99880
20190424:0700;14.19;89.5;196;21.19;186;343.5;3.17;110;99870
20190424:0800;15.33;86.5;420;205.29;293;356.65;3.24;113;99930
20190424:0900;16.56;83.6;353;36.79;326;357.85;3.17;116;100010
20190424:1000;17.26;80.8;177;0;177;359.2;3.24;116;100020
20190424:1100;18.06;75.45;112;0;112;363.05;3.24;120;100030
20190424:1200;16.93;80.8;133;0;133;376.2;2.62;137;100060
20190424:1300;16.08;89.6;83;0;83;372.35;2.21;162;100090
20190424:1400;16.07;86.5;238;4.51;235;361.1;2.21;177;100120
20190424:1500;15.72;86.5;258;51.08;231;363.65;1.79;138;100110
20190424:1600;16.29;80.65;50;0;50;349.5;2.34;104;100090
20190424:1700;16.19;80.65;22;0;22;326.85;2.48;112;100100
20190424:1800;15.03;80.6;0;0;0;314.65;2.34;114;100140
20190424:1900;13.84;83.4;0;0;0;320.3;2.83;106;100180
20190424:2000;13.43;86.35;0;0;0;329.95;2.69;100;100270
20190424:2100;13;86.3;0;0;0;327.05;2.48;104;100330
20190424:2200;12.56;89.4;0;0;0;321.85;2.55;105;100390
20190424:2300;11.97;89.35;0;0;0;310.2;2.41;109;100430
20190425:0000;11.33;92.55;0;0;0;303.45;2.21;112;100460
20190425:0100;10.67;95.9;0;0;0;306.25;1.86;106;100440
20190425:0200;9.71;99.4;0;0;0;298.4;1.72;98;100440
20190425:0300;8.92;99.4;0;0;0;296.85;1.66;88;100450
20190425:0400;8.46;99.4;0;0;0;291.25;1.45;80;100440
20190425:0500;8.95;95.85;83;305.95;43;293.4;1.03;74;100480
20190425:0600;10.59;95.9;232;392.39;111;294.75;0.41;52;100530
20190425:0700;14.05;80.45;270;107.13;219;303.45;0.55;106;100620
20190425:0800;15.57;65.05;282;28.92;264;305.95;0.97;89;100620
20190425:0900;16.83;60.75;318;17.63;305;312.75;1.66;99;100620
20190425:1000;17.78;56.75;170;0;170;348.75;2.41;108;100600
20190425:1100;18.14;56.85;130;0;130;359.75;2.69;114;100560
20190425:1200;17.73;63.2;128;0;128;362.65;2.62;125;100600
20190425:1300;16.57;75.25;107;0;107;372.35;2.21;94;100560
20190425:1400;17.1;75.3;83;0;83;363.25;2.97;93;100530
20190425:1500;16.64;80.75;113;0;113;374.1;2.48;87;100480
20190425:1600;16.54;80.75;129;8.1;126;355.7;2.62;90;100410
20190425:1700;16.02;86.5;25;0;25;364.2;2.41;92;100420
20190425:1800;15.23;86.5;0;0;0;350.3;2.41;92;100380
20190425:1900;14.71;89.5;0;0;0;364;3.1;97;100360
20190425:2000;14.13;89.5;0;0;0;344.1;3.03;98;100360
20190425:2100;13.82;89.5;0;0;0;339.05;2.83;103;100340
20190425:2200;13.46;89.45;0;0;0;337.3;2.97;102;100310
20190425:2300;13.26;92.65;0;0;0;332.65;3.17;105;100270
20190426:0000;13.17;95.95;0;0;0;338.1;3.52;117;100260
20190426:0100;12.98;95.95;0;0;0;352.5;3.93;118;100180
20190426:0200;12.62;95.95;0;0;0;346;4;114;100130
20190426:0300;12.38;95.95;0;0;0;357.45;4;108;100090
20190426:0400;12.26;99.4;0;0;0;364.4;3.93;108;100070
20190426:0500;12.26;99.4;8;0;8;356.1;3.86;105;100080
20190426:0600;12.77;99.4;52;0;52;350.3;4.34;106;100100
20190426:0700;14.3;96;83;0;83;360.95;3.72;115;100030
20190426:0800;15.36;92.75;551;539.83;213;355.1;4.07;120;100000
20190426:0900;16.09;83.55;694;637.07;222;354.55;3.93;135;100020
20190426:1000;16.95;80.8;495;110.22;405;351.25;3.72;149;100010
20190426:1100;18.2;67.95;352;11.79;342;337.3;3.93;174;99950
20190426:1200;18.98;59.15;85;0;85;343.5;3.72;184;99920
20190426:1300;19;59.15;795;857.1;133;340.8;3.93;200;99890
20190426:1400;17.7;60.95;486;254.98;315;333.05;4.55;225;99960
20190426:1500;16.91;65.35;266;54.25;237;326.5;3.1;255;99930
20190426:1600;15.21;72.45;113;2.68;112;331.1;2.48;307;99990
20190426:1700;13.37;83.35;89;65.59;76;330.55;1.79;340;100040
20190426:1800;12.53;89.4;0;0;0;340;0.55;284;100080
20190426:1900;11.88;86.2;0;0;0;327.65;1.1;58;100140
20190426:2000;11.1;92.55;0;0;0;312.95;1.1;168;100220
20190426:2100;10.42;92.5;0;0;0;309.65;1.38;214;100250
20190426:2200;9.55;95.85;0;0;0;293.75;1.72;247;100250
20190426:2300;8.91;95.85;0;0;0;287.2;1.86;264;100260
20190427:0000;8.34;95.85;0;0;0;281.4;2.07;261;100250
20190427:0100;7.8;95.8;0;0;0;271.45;2.21;261;100220
20190427:0200;7.39;95.8;0;0;0;269.2;2.21;262;100210
20190427:0300;6.92;95.8;0;0;0;266.85;2.21;262;100190
